Species;Height_gen;Height_veg;Height_veg&gen;LDMC;Leaf_area;Leaf_area1;Leaf_area2;Leaf_area3;Leaf_area4;Leaf_area5;Leaf_area6;Leaf_area7;Leaf_dry_mass;Leaf_fresh_mass;Leaf_length;Leaf_mass;Leaf_width;LeafArBRIT6CLASSFACTORIAL;Seed_dry_mass;Seed_number_per_inflorescence;Seed_number_per_plant;Seed_number_per_plant_BRIT5CLASSFACTORIAL;Seedmass;SLA;SLA1;SLA2;SLA3;SLA4;SLA5;sum_all_traits;Height_Grouped;Leaf_Grouped;Seed_Grouped;sum_Grouped;Height_veg_Selected;LDMC_Selected;Leaf_area_Selected;Leaf_dry_mass_Selected;Seed_dry_mass_Selected;Seed_number_per_plant_Selected;SLA2_Selected;sum_Selected
Hieracium diaphanum ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Hieracium dovrense ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Hieracium epimedium ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Hieracium laevigatum;0;1;0;1;1;0;0;0;0;1;0;0;1;1;0;0;0;0;1;1;1;0;1;1;0;1;0;0;0;12;1;1;1;3;1;1;1;1;1;1;1;7
Hieracium murorum;1;1;0;0;1;1;0;0;1;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;1;1;0;1;0;11;1;1;1;3;1;0;1;1;0;0;1;4
Hieracium murorum ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Hieracium nigrescens ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Hieracium ramosum ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Hieracium umbellatum;1;1;1;1;1;0;0;0;1;1;0;0;1;1;0;1;0;0;1;1;1;0;1;1;1;1;0;1;0;18;1;1;1;3;1;1;1;1;1;1;1;7
Hierochloe alpina;1;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;6;1;1;0;2;0;1;1;1;0;0;0;3
Hierochloe hirta;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Hierochloe odorata;0;1;1;1;1;0;0;0;1;0;0;0;1;0;0;1;0;1;1;1;1;0;1;1;0;1;0;0;0;14;1;1;1;3;1;1;1;1;1;1;1;7
Hippocrepis emerus;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;1;0;0;0;0;0;0;1
Hippophae rhamnoides;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;5;1;1;1;3;0;1;1;0;0;1;0;3
Hippuris lanceolata;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Hippuris tetraphylla;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Hippuris vulgaris;0;1;1;1;1;1;0;0;1;1;0;0;1;1;0;1;0;0;1;1;1;0;1;0;1;1;0;0;0;16;1;1;1;3;1;1;1;1;1;1;1;7
Holcus lanatus;1;1;1;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;0;25;1;1;1;3;1;1;1;1;1;1;1;7
Holcus mollis;1;1;1;1;1;1;0;0;0;1;0;0;1;1;0;1;0;1;1;1;1;0;1;0;1;1;0;0;0;17;1;1;1;3;1;1;1;1;1;1;1;7
Honckenya peploides;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;6;1;1;1;3;1;0;1;1;1;0;0;4
Hornungia petraea;1;1;1;1;1;1;0;0;0;0;0;0;1;0;0;1;0;0;1;1;1;1;1;0;1;0;0;0;0;14;1;1;1;3;1;1;1;1;1;1;0;6
Humulus lupulus;1;1;1;1;1;1;0;0;0;0;0;0;1;0;0;1;0;1;1;1;1;0;1;0;1;0;1;0;0;15;1;1;1;3;1;1;1;1;1;1;0;6
Huperzia appressa;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Huperzia arctica;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Huperzia selago;1;1;1;1;1;0;0;0;1;0;0;0;1;1;0;1;0;1;1;1;1;0;1;1;0;1;0;0;0;16;1;1;1;3;1;1;1;1;1;1;1;7
Hydrocharis morsus-ranae;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;5;1;1;1;3;0;1;1;0;0;1;0;3
Hydrocotyle vulgaris;1;1;1;1;1;1;0;0;0;1;0;0;1;0;0;1;0;1;1;1;1;0;1;0;1;1;0;0;0;16;1;1;1;3;1;1;1;1;1;1;1;7
Hylotelephium maximum;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2;1;0;1;2;1;0;0;0;1;0;0;2
Hymenophyllum peltatum;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;1;0;0;0;0;0;0;1
Hymenophyllum tunbrigense;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0;0;1;1;0;0;0;0;0;0;1
Hypericum hirsutum;1;1;1;1;1;1;0;0;0;0;0;0;1;0;0;1;0;1;1;1;1;1;1;0;1;0;0;0;0;15;1;1;1;3;1;1;1;1;1;1;0;6
Hypericum maculatum;1;1;1;1;1;1;0;0;0;0;0;0;1;0;0;1;0;1;1;1;1;0;1;1;1;1;1;0;0;17;1;1;1;3;1;1;1;1;1;1;1;7
Hypericum montanum;1;1;1;1;1;1;0;0;0;1;0;0;1;1;0;1;0;1;1;1;1;1;1;0;1;1;0;0;0;18;1;1;1;3;1;1;1;1;1;1;1;7
Hypericum perforatum;1;1;1;1;1;1;0;1;0;1;1;1;1;1;0;1;0;1;1;1;1;1;1;1;1;1;1;0;0;23;1;1;1;3;1;1;1;1;1;1;1;7
Hypericum pulchrum;1;1;1;1;1;1;0;0;0;0;0;0;1;0;0;1;0;1;1;1;1;1;1;0;1;0;0;0;0;15;1;1;1;3;1;1;1;1;1;1;0;6
Hypochaeris maculata;1;1;1;1;1;1;0;0;1;0;0;0;1;0;0;1;0;1;1;1;1;0;1;0;0;1;0;0;0;15;1;1;1;3;1;1;1;1;1;1;1;7
Hypochaeris radicata;0;1;0;1;1;0;0;0;1;1;1;1;1;1;1;0;1;1;1;0;0;1;1;1;1;1;1;1;0;20;1;1;1;3;1;1;1;1;1;0;1;6
Ilex aquifolium;1;1;1;1;1;1;0;0;0;1;1;1;1;1;0;0;0;1;1;1;1;1;1;0;1;1;1;0;1;21;1;1;1;3;1;1;1;1;1;1;1;7
Impatiens noli-tangere;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;6;1;1;1;3;0;1;1;0;0;1;0;3
Inula salicina;1;1;1;1;1;0;0;0;1;0;0;0;1;0;0;1;0;1;1;0;0;0;1;0;0;1;0;1;0;13;1;1;1;3;1;1;1;1;1;0;1;6
Iris pseudacorus;1;1;1;1;1;1;0;0;0;0;0;0;1;0;0;1;0;1;1;1;1;1;1;0;1;1;0;0;0;16;1;1;1;3;1;1;1;1;1;1;1;7
Isoetes echinospora;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;1;0;0;0;0;0;0;1
Isoetes lacustris;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;1;0;0;0;0;0;0;1
Isolepis setacea;1;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;1;1;0;0;0;0;1;0;0;0;8;1;1;1;3;1;0;0;1;1;1;1;5
Jacobaea aquatica;1;1;1;1;1;1;0;0;1;0;0;0;1;0;0;1;0;0;1;1;1;1;1;0;1;1;0;0;0;16;1;1;1;3;1;1;1;1;1;1;1;7
Jacobaea vulgaris;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Jasione montana;1;1;1;1;1;0;0;0;1;1;0;0;1;1;0;1;0;1;1;1;1;1;1;0;0;1;0;0;0;17;1;1;1;3;1;1;1;1;1;1;1;7
Juncus acutiflorus;1;1;1;1;1;1;0;0;0;0;0;0;1;0;0;1;0;0;1;1;1;0;1;0;1;1;0;0;0;14;1;1;1;3;1;1;1;1;1;1;1;7
Juncus alpinoarticulatus;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;1;1;0;0;0;0;1;0;0;0;7;1;1;1;3;1;0;0;1;1;1;1;5
Juncus anceps;0;1;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;1;0;1;0;0;1;0;0;0;9;1;1;1;3;1;0;1;0;1;1;1;5
Juncus arcticus;0;1;0;0;0;1;0;0;0;0;1;1;1;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;8;1;1;1;3;1;0;0;1;1;0;0;3
Juncus articulatus;1;1;1;1;1;1;0;0;0;1;0;0;1;0;0;1;0;1;1;1;1;0;1;0;1;1;0;1;0;17;1;1;1;3;1;1;1;1;1;1;1;7
Juncus balticus;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;3;1;0;1;2;0;0;0;0;0;1;0;1
Juncus biglumis;1;1;1;1;1;0;0;0;1;0;0;0;1;1;0;1;1;0;0;1;1;0;0;1;1;1;1;0;0;16;1;1;1;3;1;1;1;1;0;1;1;6
Juncus bufonius;1;1;1;1;1;1;0;0;0;0;0;0;1;0;0;1;0;1;1;1;1;1;1;0;1;1;0;0;0;16;1;1;1;3;1;1;1;1;1;1;1;7
Juncus bulbosus;1;1;1;1;1;0;0;0;1;1;0;0;1;1;0;1;0;1;1;1;1;0;1;0;0;1;0;0;0;16;1;1;1;3;1;1;1;1;1;1;1;7
Juncus castaneus;1;1;1;1;1;0;0;0;1;0;0;0;1;0;0;1;0;0;1;1;1;0;1;0;0;1;0;0;0;13;1;1;1;3;1;1;1;1;1;1;1;7
Juncus compressus;1;1;1;1;1;1;0;0;0;0;0;0;1;0;0;1;0;0;1;1;1;1;1;0;1;0;0;1;0;15;1;1;1;3;1;1;1;1;1;1;0;6
Juncus conglomeratus;1;1;1;1;1;0;0;0;1;0;0;0;1;0;0;1;0;0;1;1;1;1;1;0;0;1;0;0;0;14;1;1;1;3;1;1;1;1;1;1;1;7
Juncus effusus;1;1;1;1;1;1;1;0;1;1;0;0;1;1;0;1;0;0;1;1;1;1;1;1;1;1;1;1;0;22;1;1;1;3;1;1;1;1;1;1;1;7
Juncus filiformis;1;1;1;1;1;0;0;0;1;1;0;0;1;1;0;1;0;0;1;1;1;0;1;0;0;1;0;0;0;15;1;1;1;3;1;1;1;1;1;1;1;7
Juncus foliosus;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0
Juncus gerardii;1;1;0;0;1;0;1;0;1;0;0;0;1;0;0;0;0;0;1;1;1;0;0;0;0;1;1;1;0;12;1;1;1;3;1;0;1;1;1;1;1;6
Juncus minutulus;0;0;0;1;1;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;6;0;1;0;1;0;1;1;1;0;0;1;4
Juncus ranarius;1;1;1;1;1;1;0;0;1;0;0;0;1;0;0;1;0;1;1;1;1;1;1;0;1;1;0;0;0;17;1;1;1;3;1;1;1;1;1;1;1;7
Juncus squarrosus;1;1;1;1;1;0;0;0;1;0;0;0;1;0;0;1;0;1;1;1;1;1;1;0;0;1;0;0;0;15;1;1;1;3;1;1;1;1;1;1;1;7
Juncus stygius;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0;0;1;1;0;0;0;0;0;0;1
Juncus trifidus;1;1;1;1;1;1;0;0;1;1;1;1;1;1;0;1;0;0;1;1;1;0;1;1;1;1;1;0;0;21;1;1;1;3;1;1;1;1;1;1;1;7
Juncus triglumis;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;4;1;0;1;2;1;0;0;0;1;0;0;2
Juniperus communis;1;1;1;1;1;0;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;0;23;1;1;1;3;1;1;1;1;1;1;1;7
Kali turgida;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;6;1;1;1;3;0;1;1;0;0;1;0;3
Kalmia procumbens;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;6;1;1;1;3;0;1;1;0;0;1;0;3
Knautia arvensis;1;1;1;1;1;1;1;0;0;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;1;1;1;1;0;24;1;1;1;3;1;1;1;1;1;1;1;7
Kobresia myosuroides;1;1;1;1;1;0;1;0;0;1;0;0;1;1;0;0;0;0;1;0;0;0;0;1;0;1;1;0;0;13;1;1;1;3;1;1;1;1;1;0;1;6
Kobresia simpliciuscula;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;0;0;0;0;0;0;7;1;0;1;2;1;0;0;0;1;1;0;3
Koenigia islandica;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;5;1;1;1;3;1;0;0;0;0;1;0;2
Lamium purpureum;1;1;1;1;1;1;0;0;0;1;0;0;1;1;0;1;0;1;1;1;1;0;1;0;1;1;0;0;0;17;1;1;1;3;1;1;1;1;1;1;1;7
Lappula deflexa;1;1;1;1;1;1;0;0;1;0;0;0;1;0;0;1;0;0;0;1;1;0;0;0;1;1;0;0;0;13;1;1;1;3;1;1;1;1;0;1;1;6
Lappula squarrosa;1;1;1;1;1;0;0;0;1;0;0;0;1;0;0;1;0;0;1;1;1;0;1;0;0;1;0;1;0;14;1;1;1;3;1;1;1;1;1;1;1;7
Lapsana communis;1;1;1;1;1;1;0;0;0;1;0;0;1;1;0;1;0;1;1;1;1;1;1;0;1;1;0;0;0;18;1;1;1;3;1;1;1;1;1;1;1;7
Laserpitium latifolium;1;1;1;1;1;0;0;0;1;1;0;0;1;1;0;1;0;0;1;0;0;0;1;0;1;1;0;0;0;14;1;1;1;3;1;1;1;1;1;0;1;6
Lathraea squamaria;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;3;1;0;1;2;0;0;0;0;0;1;0;1
Lathyrus japonicus;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;0;0;0;0;0;0;9;1;1;1;3;1;0;0;0;1;1;0;3
Lathyrus linifolius;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;4;1;1;1;3;1;0;0;0;1;0;1;3
Lathyrus niger;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;1;0;8;1;1;1;3;1;0;1;0;1;0;0;3
Lathyrus palustris;1;1;1;1;1;0;0;0;1;0;0;0;1;0;0;1;0;1;1;1;1;0;1;0;0;1;0;0;0;14;1;1;1;3;1;1;1;1;1;1;1;7
Lathyrus sylvestris;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;1;0;0;0;0;0;0;8;1;1;1;3;1;0;0;0;1;1;0;3
Lathyrus vernus;1;1;1;1;1;1;0;0;1;1;1;0;1;1;0;1;0;0;1;1;1;0;1;0;1;1;1;1;0;20;1;1;1;3;1;1;1;1;1;1;1;7
Lavatera arborea;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;3;1;0;1;2;0;0;0;0;0;1;0;1
Lemna japonica;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Lemna minor;0;1;1;1;1;1;0;0;0;1;1;1;1;1;0;1;0;1;0;0;0;0;0;0;1;1;0;0;0;14;1;1;0;2;1;1;1;1;0;0;1;5
Lemna trisulca;0;1;1;1;1;1;0;0;0;1;0;0;1;1;0;1;0;1;0;0;0;0;0;0;1;1;0;0;0;12;1;1;0;2;1;1;1;1;0;0;1;5
Lemna turionifera;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;1;0;0;0;0;0;0;1
Leontodon hispidus;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;0;26;1;1;1;3;1;1;1;1;1;1;1;7
Leucanthemum vulgare;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;0;26;1;1;1;3;1;1;1;1;1;1;1;7
Leymus arenarius;1;1;1;1;1;1;0;0;0;0;0;0;1;0;0;1;0;1;1;0;0;0;1;0;1;0;0;0;0;12;1;1;1;3;1;1;1;1;1;0;0;5
Ligusticum scothicum;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;7;1;1;1;3;1;0;0;0;1;1;0;3
Ligustrum vulgare;1;1;1;1;1;1;0;0;0;1;1;1;1;0;0;0;1;1;1;1;1;0;1;0;1;1;1;0;1;20;1;1;1;3;1;1;1;1;1;1;1;7
Limonium humile;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;1;0;0;0;0;0;0;7;1;1;1;3;1;0;0;0;1;1;0;3
Limonium vulgare;1;1;1;1;1;1;0;0;1;0;0;0;1;0;0;1;0;1;1;1;1;0;1;0;1;1;0;0;0;16;1;1;1;3;1;1;1;1;1;1;1;7
Limosella aquatica;1;1;1;1;1;1;0;0;0;0;0;0;1;0;0;1;0;1;1;1;1;1;1;0;1;0;0;0;0;15;1;1;1;3;1;1;1;1;1;1;0;6
Linaria vulgaris;1;1;1;1;1;1;0;0;0;1;0;0;1;1;0;1;0;1;1;1;1;1;1;0;1;1;0;0;0;18;1;1;1;3;1;1;1;1;1;1;1;7
Linnaea borealis;1;1;1;1;1;0;0;0;1;0;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;23;1;1;1;3;1;1;1;1;1;1;1;7
Linum catharticum;1;1;1;1;1;1;0;0;1;1;0;0;1;0;0;1;0;1;1;1;1;1;1;0;1;1;0;1;0;19;1;1;1;3;1;1;1;1;1;1;1;7
Liparis loeselii;1;1;1;1;1;0;0;0;1;0;0;0;1;0;0;1;0;1;1;0;0;0;1;0;0;1;0;0;0;12;1;1;1;3;1;1;1;1;1;0;1;6
Listera cordata;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;4;1;1;0;2;0;1;1;0;0;0;0;2
Listera ovata;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;5;1;1;1;3;0;1;1;0;0;1;0;3
Lithospermum officinale;1;1;1;1;1;1;0;0;0;0;0;0;1;0;0;1;0;1;1;1;1;0;1;0;1;0;0;0;0;14;1;1;1;3;1;1;1;1;1;1;0;6
Littorella uniflora;0;1;1;1;1;1;0;0;1;0;0;0;1;0;0;1;0;1;1;1;1;0;1;0;1;1;0;0;0;15;1;1;1;3;1;1;1;1;1;1;1;7
Lobelia dortmanna;0;1;1;1;1;0;0;0;1;0;0;0;1;0;0;1;0;1;1;1;1;0;1;0;0;1;0;0;0;13;1;1;1;3;1;1;1;1;1;1;1;7
Logfia minima;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;6;1;1;1;3;0;1;1;0;0;1;0;3
Lonicera periclymenum;1;1;1;1;1;1;1;1;0;0;1;1;1;0;0;0;1;1;1;1;1;0;1;0;1;0;1;0;1;20;1;1;1;3;1;1;1;1;1;1;0;6
Lonicera xylosteum;1;1;1;0;1;0;1;1;0;1;1;1;1;1;0;0;1;1;1;1;1;0;1;0;1;1;1;1;0;21;1;1;1;3;1;0;1;1;1;1;1;6
Lotus corniculatus;1;1;1;1;1;1;1;1;0;1;0;0;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;0;24;1;1;1;3;1;1;1;1;1;1;1;7
Luronium natans;0;1;1;1;1;1;0;0;1;0;0;0;1;0;0;1;0;1;1;1;1;0;1;0;1;1;0;0;0;15;1;1;1;3;1;1;1;1;1;1;1;7
Luzula arcuata;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;4;1;1;1;3;1;0;0;0;0;1;0;2
Luzula campestris;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Luzula confusa;1;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;7;1;1;1;3;1;0;1;1;1;0;0;4
Luzula congesta;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;4;1;0;1;2;1;0;0;0;1;1;0;3
Luzula multiflora;1;1;1;1;1;1;0;0;0;1;1;1;1;1;0;1;0;0;1;1;1;1;1;1;1;1;1;0;0;21;1;1;1;3;1;1;1;1;1;1;1;7
Luzula nivalis;1;1;0;1;1;0;0;0;0;0;0;0;1;1;0;0;1;0;1;0;0;0;0;1;1;0;1;0;0;11;1;1;1;3;1;1;1;1;1;0;0;5
Luzula pallescens;1;1;1;1;1;0;0;0;1;1;0;0;1;1;0;1;0;0;1;1;1;0;1;0;0;1;0;0;0;15;1;1;1;3;1;1;1;1;1;1;1;7
Luzula parviflora;0;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;1;0;0;8;1;1;1;3;1;1;0;0;1;0;0;3
Luzula pilosa;1;1;1;1;1;1;0;0;0;1;0;0;1;1;0;1;0;1;1;1;1;1;1;0;1;1;0;0;0;18;1;1;1;3;1;1;1;1;1;1;1;7
Luzula spicata;1;1;1;1;1;1;1;0;1;0;0;0;1;1;0;1;0;1;1;1;1;0;1;1;0;1;1;1;0;20;1;1;1;3;1;1;1;1;1;1;1;7
Luzula sudetica;1;1;1;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;0;25;1;1;1;3;1;1;1;1;1;1;1;7
Luzula sylvatica;1;1;1;1;1;1;0;0;0;1;0;0;1;1;0;1;0;1;1;1;1;0;1;0;1;1;0;0;0;17;1;1;1;3;1;1;1;1;1;1;1;7
Luzula wahlenbergii;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;4;1;0;1;2;0;0;0;0;1;1;0;2
Lychnis flos-cuculi;1;1;1;1;1;1;0;0;0;1;0;0;1;1;0;1;0;1;1;1;1;1;1;0;1;1;0;1;0;19;1;1;1;3;1;1;1;1;1;1;1;7
Lycopodiella inundata;1;1;1;1;1;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;9;1;1;0;2;1;1;1;1;0;0;1;5
Lycopodium annotinum;1;1;1;1;1;0;0;0;1;1;0;0;1;1;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;12;1;1;0;2;1;1;1;1;0;0;1;5
Lycopodium clavatum;1;1;1;1;1;0;0;0;1;0;0;0;1;0;1;1;1;0;0;1;1;0;0;0;0;1;0;0;0;13;1;1;1;3;1;1;1;1;0;1;1;6
Lycopus europaeus;1;1;1;1;1;1;0;0;0;1;0;0;1;0;0;1;0;1;1;1;1;0;1;0;1;1;0;0;0;16;1;1;1;3;1;1;1;1;1;1;1;7
Lysimachia europaea;0;1;1;1;1;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;1;0;1;1;0;0;0;0;0;10;1;1;1;3;1;1;1;1;0;1;0;5
Lysimachia minima;1;1;1;1;1;0;0;0;1;0;0;0;1;0;0;1;0;1;1;1;1;1;1;0;0;1;0;0;0;15;1;1;1;3;1;1;1;1;1;1;1;7
Lysimachia nemorum;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;6;1;1;1;3;0;1;1;0;0;1;0;3
Lysimachia thyrsiflora;1;1;1;1;1;1;0;0;0;1;0;0;1;0;0;1;0;1;0;1;1;0;0;0;1;1;0;0;0;14;1;1;1;3;1;1;1;1;0;1;1;6
Lysimachia vulgaris;1;1;1;1;1;1;0;0;0;1;0;0;1;0;0;1;0;1;1;1;1;0;1;0;1;1;1;0;0;17;1;1;1;3;1;1;1;1;1;1;1;7
Lythrum portula;1;1;1;1;1;1;0;0;0;0;0;0;1;0;0;1;0;1;1;1;1;0;1;0;1;0;0;0;0;14;1;1;1;3;1;1;1;1;1;1;0;6
Lythrum salicaria;1;1;1;1;1;1;0;1;0;1;1;1;1;1;0;1;0;1;1;1;1;1;1;0;1;1;1;1;0;23;1;1;1;3;1;1;1;1;1;1;1;7
Maianthemum bifolium;1;1;1;1;1;1;0;0;1;1;1;1;1;1;0;1;0;1;1;1;1;0;1;0;1;1;1;0;0;21;1;1;1;3;1;1;1;1;1;1;1;7
Malaxis monophyllos;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;1;1;0;0;0;0;0;0;1
Malus sylvestris;1;1;1;1;1;1;0;0;1;1;1;1;1;1;0;1;1;1;1;1;1;0;1;0;1;1;1;0;1;23;1;1;1;3;1;1;1;1;1;1;1;7
Matteuccia struthiopteris;1;1;1;1;1;1;0;1;1;0;1;1;1;1;1;1;1;0;0;0;0;0;0;1;1;1;1;1;0;20;1;1;0;2;1;1;1;1;0;0;1;5
Medicago lupulina;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;27;1;1;1;3;1;1;1;1;1;1;1;7
